Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24
China Guangxi;46026629;236000;254;0.5518544493;;2;5;23;23;36;46;51;58;78;87;100;111;127;139;150;168;172;183;195;210;215;222;222;226;235;237;238;242;244;245;246;249;249;251;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;253;253;253;254;254;254;254;254
China Guizhou;34746468;176000;146;0.4201865928;;1;3;3;4;5;7;9;9;12;29;29;38;46;58;64;71;81;89;99;109;127;133;135;140;143;144;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;147;146;146;146;146;146;146;146
China Hainan;9171300;34000;168;1.8318013804;;4;5;8;19;22;33;40;43;46;52;62;64;72;80;99;106;117;124;131;138;144;157;157;159;162;162;163;163;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168
China Hebei;71854202;187700;319;0.4439545512;;1;1;2;8;13;18;33;48;65;82;96;104;113;126;135;157;172;195;206;218;239;251;265;283;291;300;301;306;306;307;308;309;311;311;311;312;317;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;319;319;319
China Heilongjiang;38312224;454000;484;1.2633043699;;0;2;4;9;15;21;33;38;44;59;80;95;121;155;190;227;277;295;307;331;360;378;395;419;425;445;457;464;470;476;479;479;480;480;480;480;480;480;480;480;480;480;480;481;481;481;481;481;481;482;482;482;482;482;482;482;482;483;484;484;484;484;484
China Henan;94023567;167000;1274;1.3549794383;;5;5;9;32;83;128;168;206;278;352;422;493;566;675;764;851;914;981;1033;1073;1105;1135;1169;1184;1212;1231;1246;1257;1262;1265;1267;1270;1271;1271;1271;1271;1272;1272;1272;1272;1272;1272;1272;1272;1272;1272;1272;1272;1272;1273;1273;1273;1273;1273;1273;1273;1273;1273;1273;1273;1274;1274;1274
China Hong Kong;7061200;1108;386;5.4664929474;;0;2;2;5;8;8;8;10;10;12;13;15;15;17;21;24;25;26;29;38;49;50;53;56;56;57;60;62;63;68;68;69;74;79;84;91;92;94;95;96;100;100;105;105;107;108;114;115;120;126;129;134;140;145;155;162;181;208;256;273;317;356;386
China Hubei;57237740;185900;67801;118.4550612935;;444;444;549;761;1058;1423;3554;3554;4903;5806;7153;11177;13522;16678;19665;22112;24953;27100;29631;31728;33366;33366;48206;54406;56249;58182;59989;61682;62031;62442;62662;64084;64084;64287;64786;65187;65596;65914;66337;66907;67103;67217;67332;67466;67592;67666;67707;67743;67760;67773;67781;67786;67790;67794;67798;67799;67800;67800;67800;67800;67800;67800;67801
China Hunan;65683722;210000;1018;1.5498512706;;4;9;24;43;69;100;143;221;277;332;389;463;521;593;661;711;772;803;838;879;912;946;968;988;1001;1004;1006;1007;1008;1010;1011;1013;1016;1016;1016;1016;1017;1017;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018
China Inner Mongolia;24706321;1183000;75;0.3035660388;;0;0;1;7;7;11;15;16;19;20;23;27;34;35;42;46;50;52;54;58;58;60;61;65;68;70;72;73;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75
China Jiangsu;78659903;102600;636;0.8085440939;;1;5;9;18;33;47;70;99;129;168;202;236;271;308;341;373;408;439;468;492;515;543;570;593;604;617;626;629;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;633;633;636
China Jiangxi;44567475;167000;936;2.1001862906;;2;7;18;18;36;72;109;109;162;240;286;333;391;476;548;600;661;698;740;771;804;844;872;900;913;925;930;933;934;934;934;934;934;934;934;934;934;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;936;936;936
China Jilin;27462297;187400;93;0.3386461082;;0;1;3;4;4;6;8;9;14;14;17;23;31;42;54;59;65;69;78;80;81;83;84;86;88;89;89;89;90;91;91;91;91;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93
China Liaoning;43746323;145900;127;0.2903101136;;2;3;4;17;21;27;34;39;41;48;64;70;74;81;89;94;99;105;107;108;111;116;117;119;119;121;121;121;121;121;121;121;121;121;121;121;121;121;121;122;122;125;125;125;125;125;125;125;125;125;125;125;125;125;125;125;125;125;126;126;127;127;127
China Macau;552300;29;25;4.5265254391;;1;2;2;2;5;6;7;7;7;7;7;8;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;12;15;17;17;18;24;24;25
China Ningxia;6301350;66400;75;1.1902211431;;1;1;2;3;4;7;11;12;17;21;26;28;31;34;34;40;43;45;45;49;53;58;64;67;70;70;70;70;71;71;71;71;71;71;71;71;72;72;73;73;74;74;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75
China Qinghai;5626722;721200;18;0.3199020673;;0;0;0;1;1;6;6;6;8;8;9;11;13;15;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
China Shaanxi;37327378;205600;249;0.6670706954;;0;3;5;15;22;35;46;56;63;87;101;116;128;142;165;173;184;195;208;213;219;225;229;230;232;236;240;240;242;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;246;246;246;247;248;248;248;249
China Shandong;95793065;153800;768;0.8017281836;;2;6;15;27;46;75;95;130;158;184;206;230;259;275;307;347;386;416;444;466;487;497;509;523;532;537;541;543;544;546;749;750;754;755;756;756;756;756;756;758;758;758;758;758;758;758;758;758;758;760;760;760;760;760;760;761;761;761;762;764;767;768;768
China Shanghai;23019148;6341;414;1.7985027074;;9;16;20;33;40;53;66;96;112;135;169;182;203;219;243;257;277;286;293;299;303;311;315;318;326;328;333;333;333;334;334;335;335;335;336;337;337;337;337;337;337;338;338;339;342;342;342;342;344;344;344;346;353;353;355;358;361;363;371;380;404;404;414
China Shanxi;35712111;156300;134;0.3752228481;;1;1;1;6;9;13;27;27;35;39;47;66;74;81;81;96;104;115;119;119;124;126;126;127;128;129;130;131;131;132;132;132;132;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;134;134
China Sichuan;80418200;485000;545;0.6777072852;;5;8;15;28;44;69;90;108;142;177;207;231;254;282;301;321;344;364;386;405;417;436;451;463;470;481;495;508;514;520;525;526;526;527;529;531;534;538;538;538;538;538;538;539;539;539;539;539;539;539;539;539;539;539;539;540;540;540;541;542;543;543;545
China Tianjin;12938224;11305;145;1.1207102304;;4;4;8;10;14;23;24;27;31;32;41;48;60;67;69;79;81;88;91;95;106;112;119;120;122;124;125;128;130;131;132;135;135;135;135;135;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;137;137;137;137;141;145
China Tibet;3002166;1228400;1;0.033309284;;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
China Xinjiang;21813334;1660400;76;0.3484107473;;0;2;2;3;4;5;10;13;14;17;18;21;24;29;32;36;39;42;45;49;55;59;63;65;70;71;75;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76
China Yunnan;45966239;394000;176;0.3828897117;;1;2;5;11;16;26;44;55;70;83;93;105;117;122;128;133;138;138;141;149;153;154;156;162;168;171;171;172;172;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;176;176;176;176;176;176;176;176;176
China Zhejiang;54426891;102000;1240;2.2782855629;;10;27;43;62;104;128;173;296;428;538;599;661;724;829;895;954;1006;1048;1075;1092;1117;1131;1145;1155;1162;1167;1171;1172;1174;1175;1203;1205;1205;1205;1205;1205;1205;1205;1205;1205;1206;1213;1213;1215;1215;1215;1215;1215;1215;1215;1215;1215;1227;1231;1231;1232;1232;1233;1234;1236;1238;1238;1240
Colombia;50882891;1109500;378;0.7428823178;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;9;9;13;22;34;54;65;93;102;128;196;231;277;378
Congo (Brazzaville);5518087;341500;4;0.0724888897;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;3;3;4;4
Congo (Kinshasa);81340000;341500;45;0.0553233342;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;3;4;14;18;23;30;36;45
Costa Rica;5094118;51060;177;3.4745956022;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;9;9;13;22;23;26;27;35;41;50;69;89;117;134;158;177
Croatia;4105267;55960;382;9.3051194965;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;5;6;7;7;9;10;10;11;12;12;12;14;19;19;32;38;49;57;65;81;105;128;206;254;315;382
Cuba;11326616;106440;48;0.423780589;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;4;4;5;7;11;16;21;35;40;48
Cyprus;1207359;9240;124;10.2703504094;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;6;14;26;26;33;46;49;67;67;84;95;116;124
Czechia;10708981;77240;1394;13.0171115254;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;5;8;12;18;19;31;31;41;91;94;141;189;253;298;396;464;694;833;995;1120;1236;1394
Denmark;5792202;42430;1591;27.4679646877;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;4;6;10;10;23;23;35;90;262;442;615;801;827;864;914;977;1057;1151;1255;1326;1395;1450;1591
Denmark Faroe Islands;49290;1395;122;247.5147088659;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;3;9;11;18;47;58;72;80;92;115;118;122
Djibouti;988000;23180;3;0.3036437247;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3
Dominica;71986;750;2;2.7783180063;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2
Dominican Republic;10847910;48320;312;2.8761300564;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;5;5;5;5;5;5;11;11;11;21;21;34;72;112;202;245;312
East Timor;1318445;14870;1;0.0758469257;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Ecuador;17643054;248360;1082;6.132725094;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;7;10;13;13;13;14;15;15;17;17;17;28;28;37;58;111;199;367;506;789;981;1082
Egypt;102334404;995450;402;0.3928297662;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;15;15;49;55;59;60;67;80;109;110;150;196;196;256;285;294;327;366;402
El Salvador;6486205;20720;5;0.0770866786;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;5
Equatorial Guinea;1402985;28050;9;0.6414893958;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;6;6;6;6;9;9
Eritrea;3546421;101000;1;0.0281974419;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
Estonia;1326535;42390;369;27.8168310674;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;3;10;10;10;10;12;16;16;79;115;171;205;225;258;267;283;306;326;352;369
Ethiopia;114963588;1000000;12;0.0104380876;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;5;6;6;9;9;11;11;12
Fiji;896445;18270;4;0.4462069619;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;4
Finland;5540720;303890;792;14.2941711547;;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;6;6;6;6;12;15;15;23;30;40;59;59;155;225;244;277;321;336;400;450;523;626;700;792
France;65273511;547557;22304;34.1700632589;;0;0;2;3;3;3;4;5;5;5;6;6;6;6;6;6;6;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;14;18;38;57;100;130;191;204;285;377;653;949;1126;1209;1784;2281;2281;3661;4469;4499;6633;7652;9043;10871;12612;14282;16018;19856;22304
France Martinique;375265;1060;57;15.1892662518;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;3;3;9;9;15;16;19;23;32;32;44;53;57
France Mayotte;272815;375;36;13.1957553654;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;6;7;11;24;36
France Reunion;895312;2500;94;10.499133263;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;6;7;9;9;12;14;28;45;64;71;94
France Saint Barthelemy;9877;21;3;30.3735952212;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3
France Saint Martin;38666;53;8;20.6900118968;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;3;4;4;4;5;8;8
French Guiana;268700;82200;23;8.5597320432;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;7;11;11;11;11;15;18;18;20;23
French Polynesia;280908;3660;25;8.8997109374;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;6;11;15;18;18;25
Gabon;2225734;257670;6;0.2695739922;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;4;5;5;6
Gambia;2416668;10120;3;0.1241378625;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;3
Georgia;3989167;69490;70;1.7547523079;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;3;3;4;4;4;13;15;15;24;24;25;30;33;33;34;38;40;43;49;54;61;70
Germany;83783942;348560;32986;39.3703127504;;0;0;0;0;0;1;4;4;4;5;8;10;12;12;12;12;13;13;14;14;16;16;16;16;16;16;16;16;16;16;16;16;16;16;17;27;46;48;79;130;159;196;262;482;670;799;1040;1176;1457;1908;2078;3675;4585;5795;7272;9257;12327;15320;19848;22213;24873;29056;32986
Ghana;31072940;227540;53;0.1705664157;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6;7;7;11;16;19;23;27;53
Gibraltar;33691;10;15;44.5222759787;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;8;10;10;10;15;15;15
Greece;10423054;128900;743;7.1284289614;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;4;7;7;7;9;31;45;46;73;73;89;99;99;190;228;331;331;387;418;418;495;530;624;695;743
Greenland;56770;2166086;5;8.8074687335;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;4;4;5
Grenada;112523;340;1;0.8887071976;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Guadeloupe;390253;1690;62;15.8871296313;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;18;27;33;45;53;58;62;62
Guatemala;17915568;107160;21;0.1172164901;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;6;6;9;12;17;19;20;21
Guinea;13132795;245720;4;0.0304581013;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;4;4
Guyana;786552;196850;5;0.6356858796;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;7;7;7;7;7;19;20;5
Haiti;11402528;27560;7;0.0613898953;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;7
Honduras;9904607;111890;30;0.3028893524;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;6;8;9;12;24;24;26;30;30
Hungary;9660351;90530;187;1.9357474692;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;4;7;9;9;13;13;19;30;32;39;50;58;73;85;103;131;167;187
Iceland;341243;100250;648;189.8940051518;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;11;26;34;43;50;50;58;69;85;103;134;156;171;180;220;250;330;409;473;568;588;648
India;1380004385;2973190;536;0.0388404563;;0;0;0;0;0;0;0;0;1;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;28;30;31;34;39;43;56;62;73;82;102;113;119;142;156;194;244;330;396;499;536
Indonesia;273523615;1811570;686;0.250801014;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;4;6;19;27;34;34;69;96;117;134;172;227;311;369;450;514;579;686
Iran;83992949;1628550;24811;29.5393843119;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;18;28;43;61;95;139;245;388;593;978;1501;2336;2922;3513;4747;5823;6566;7161;8042;9000;10075;11364;12729;13938;14991;16169;17361;18407;19644;20610;21638;23049;24811
Iraq;40222493;434320;316;0.7856300702;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;7;7;13;19;26;32;35;35;40;54;60;60;71;71;71;101;110;116;124;154;164;192;208;214;233;266;316
Ireland;4937786;68890;1329;26.9148966764;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;6;6;18;18;19;21;34;43;43;90;129;129;169;223;292;557;683;785;906;1125;1329
Israel;8655535;21640;1930;22.2978706689;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;4;7;10;10;12;15;20;37;43;61;61;83;109;131;161;193;251;255;337;433;677;705;883;1071;1442;1930
Italy;60461826;294140;69176;114.4126874369;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;20;62;155;229;322;453;655;888;1128;1694;2036;2502;3089;3858;4636;5883;7375;9172;10149;12462;12462;17660;21157;24747;27980;31506;35713;41035;47021;53578;59138;63927;69176
Ivory Coast;26378274;318000;73;0.2767428983;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;5;6;9;9;14;14;25;73
Jamaica;2961167;10830;21;0.7091798605;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;8;8;10;10;12;13;15;16;16;19;19;21
Japan;126476461;364555;1193;0.9432585246;;2;2;2;2;4;4;7;7;11;15;20;20;20;22;22;22;25;25;26;26;26;28;28;29;43;59;66;74;84;94;105;122;147;159;170;189;214;228;241;256;274;293;331;360;420;461;502;511;581;639;639;701;773;839;839;878;889;924;963;1007;1101;1128;1193
Jordan;10203134;88780;154;1.5093401694;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;8;17;34;52;69;85;85;112;127;154
Kazakhstan;18776707;2699700;72;0.3834538186;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;9;10;33;35;44;49;53;60;62;72
Kenya;53771296;569140;25;0.0464932071;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;3;7;7;7;15;16;25
